I-Body	樹脂フィルム” by expanding the query with the	page=1 xpos=0 ypos=3 left-column full-justified font-largest aligned-line above-line-space
I-Body	word “film” (back transliteration of the component	page=1 xpos=0 ypos=3 left-column full-justified aligned-line line-space headchar-lower
I-Body	“フィルム” of the term in question). This kind of	page=1 xpos=0 ypos=3 left-column full-justified aligned-line above-line-space
I-Body	query expansion (QE) indeed increases the chance	page=1 xpos=0 ypos=4 left-column full-justified aligned-line line-space headchar-lower
I-Body	of finding the correct translation “anisotropic con-	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ductive film” in top-ranked snippets. However, the	page=1 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	manual process of expanding query, sending	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	search request, and extracting transliteration is te-	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dious and time consuming. Furthermore, unless the	page=1 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	query expansion is done properly, snippets con-	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	taining answers might not be ranked high enough	page=1 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	for this strategy to be the most effective.	page=1 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We present a new system, TermMine, that auto-	page=1 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	matically learns to extend a given name into a	page=1 xpos=0 ypos=7 left-column full-justified hanged-line headchar-lower
I-Body	query expected to retrieve and extract translitera-	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions of the proper name. An example of machine	page=1 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	transliteration of “Parthian” is shown in Figure 1.	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	TermMine has determined the best 10 query ex-	page=1 xpos=0 ypos=8 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	pansions (e.g., “Parthian 巴 ,” “Parthian 帕 ”).	page=1 xpos=0 ypos=8 left-column full-justified font-largest aligned-line headchar-lower tailchar-period above-line-space
I-Body	TermMine learns these effective expansions auto-	page=1 xpos=0 ypos=9 left-column full-justified aligned-line line-space headchar-capital tailchar-hiphen above-double-space above-line-space
Page	997	page=1 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail line-double-space line-space numeric-only column-bottom
I-Body	matically during training by analyzing a collection	page=1 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	of place names and their transliterations, and deriv-	page=1 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing cross-language relationships of prefix and post-	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fix morphemes. For instance, TermMine learns that	page=1 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	a name that begins with the prefix “par-” is likely	page=1 xpos=5 ypos=1 right-column full-justified aligned-line itemization headchar-lower
I-Body	to have a transliteration beginning with “巴” or	page=1 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower above-line-space
I-Body	“帕”). We describe the learning process in Section	page=1 xpos=5 ypos=2 right-column full-justified aligned-line line-space above-line-space
E-Body	3.	page=1 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail line-space tailchar-period
B-Body	This prototype demonstrates a novel method for	page=1 xpos=5 ypos=3 right-column left-indent indented-line longer-tail headchar-capital
I-Body	learning to find transliterations of proper nouns on	page=1 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	the Web based on query expansion aimed at	page=1 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	maximizing the probability of retrieving translit-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erations from existing search engines. Since the	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	method involves learning the morphological rela-	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tionships between names and their transliterations,	page=1 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	we refer to this IR-based approach as morphologi-	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cal query expansion approach to machine translit-	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	eration. This novel approach is general in scope	page=1 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	and can also be applied to back transliteration and	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	to translation with slight modifications, even	page=1 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	though we focus on transliteration in this paper.	page=1 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The remainder of the paper is organized as fol-	page=1 xpos=5 ypos=7 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	lows. First, we give a formal statement for the	page=1 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
I-Body	problem (Section 2). Then, we present a solution to	page=1 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	the problem by proposing new transliteration prob-	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ability functions, describing the procedure for es-	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	timating parameters for these functions (Section 3)	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	and the run-time procedure for searching and ex-	page=1 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen page-bottom
I-Body	tracting transliteration via a search engine (Section	page=2 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	4). As part of our evaluation, we carry out two sets	page=2 xpos=0 ypos=0 left-column full-justified aligned-line
I-Body	of experiments, with or without query expansion,	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and compare the results. We also evaluate the re-	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults against two commercial machine translation	page=2 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
E-Body	online services (Section 5).	page=2 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	2 Problem Statement	page=2 xpos=0 ypos=1 left-column right-indent font-larger aligned-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Using online machine translation services for name	page=2 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	transliteration does not work very well. Searching	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	in the vicinity of the name in mixed-code Web	page=2 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	pages is a good strategy. However, query expan-	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sion is needed for this strategy to be effective.	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Therefore, to find transliterations of a name, a	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	promising approach is to automatically expand the	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	given name into a query with the additional re-	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	quirement of some morpheme expected to be part	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	of relevant transliterations that might appear on the	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	Web.	page=2 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-blank-line above-double-space above-line-space
B-Caption	Table 1. Sample name-transliteration pairs from the	page=2 xpos=0 ypos=3 left-column full-justified font-smallest aligned-line longer-tail line-blank-line line-double-space line-space string-table headchar-capital
Table	__Table 1__	page=2 xpos=-1 ypos=4 left-column centered left-over right-over box longer-tail table-area above-double-space above-line-space
B-Body	Now, we formally state the problem we are deal-	page=2 xpos=0 ypos=6 left-column left-indent indented-line shorter-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	ing with:	page=2 xpos=0 ypos=6 left-column right-indent hanged-line shorter-tail headchar-lower tailchar-colon above-blank-line above-double-space above-line-space
B-Quote	While a proper name N is given. Our goal	page=2 xpos=0 ypos=6 left-column left-indent right-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Quote	is to search and extract the transliteration	page=2 xpos=0 ypos=6 left-column left-indent right-indent aligned-line headchar-lower
I-Quote	T of N from Web pages via a general-	page=2 xpos=0 ypos=6 left-column left-indent right-indent aligned-line headchar-capital tailchar-hiphen
I-Quote	purpose search engine SE. For that, we	page=2 xpos=0 ypos=7 left-column left-indent right-indent aligned-line headchar-lower
I-Quote	expand N into a set of queries q <sub>1</sub> , q 2 , …,	page=2 xpos=0 ypos=7 left-column left-indent right-indent font-larger aligned-line headchar-lower tailchar-comma
I-Quote	q <sub>m</sub> , such that the top n document snippets	page=2 xpos=0 ypos=7 left-column left-indent right-indent font-larger aligned-line itemization headchar-lower
I-Quote	returned by SE for the queries are likely to	page=2 xpos=0 ypos=7 left-column left-indent right-indent aligned-line headchar-lower
I-Quote	contain some transliterations T of the	page=2 xpos=0 ypos=7 left-column left-indent right-indent aligned-line headchar-lower
I-Quote	given name N.	page=2 xpos=0 ypos=8 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Body	In the next section, we propose using a probabil-	page=2 xpos=0 ypos=8 left-column left-indent hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital tailchar-hiphen
I-Body	ity function to model the relationships between	page=2 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	names and transliterations and describe how the	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	parameters in this function can be estimated.	page=2 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
Page	998	page=2 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail line-blank-line line-double-space line-space numeric-only column-bottom
B-SectionHeader	3 Learning Relationships for QE	page=2 xpos=5 ypos=0 right-column right-indent font-larger column-top numbered-heading1 above-double-space above-line-space
B-Body	We attempt to derive cross-language morpho-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	logical relationships between names and translit-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erations and use them to expand a name into an	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	effective query for searching and extracting trans-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	literations. For the purpose of expanding the given	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	name, N, into effective queries to search and ex-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tract transliterations T, we define a probabilistic	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	function for mapping prefix syllable from the	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	source to the target languages. The prefix translit-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	eration function P(T <sub>P</sub> | N P ) is the probability of T	page=2 xpos=5 ypos=2 right-column full-justified font-larger aligned-line headchar-lower
I-Body	has a prefix T <sub>P</sub> under the condition that the name N	page=2 xpos=5 ypos=2 right-column full-justified font-larger aligned-line headchar-lower
E-Body	has a prefix N <sub>P</sub> .	page=2 xpos=5 ypos=2 right-column right-indent font-larger aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Equation	P (T <sub>P</sub> | N P ) = Count (T P ,N P ) / Count (N P ) (1)	page=2 xpos=5 ypos=2 right-column left-indent right-indent font-larger indented-line longer-tail line-double-space line-space headchar-capital above-double-space above-line-space
I-Equation	where Count (T <sub>P</sub> ,N P ) is the number of T P and N P	page=2 xpos=5 ypos=2 right-column left-indent font-larger aligned-line longer-tail line-double-space line-space headchar-lower
I-Equation	co-occurring in the pairs of training set	page=2 xpos=6 ypos=3 right-column left-indent indented-line headchar-lower
I-Equation	(see Table 1), and Count(N <sub>P</sub> ) is the num-	page=2 xpos=6 ypos=3 right-column left-indent font-larger aligned-line tailchar-hiphen
I-Equation	ber of N <sub>P</sub> occurring in training set.	page=2 xpos=6 ypos=3 right-column left-indent right-indent font-larger aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Similarly, we define the function P (T <sub>S</sub> | N S ) for	page=2 xpos=5 ypos=3 right-column left-indent font-larger hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	postfixes T <sub>S</sub> and N S :	page=2 xpos=5 ypos=4 right-column right-indent font-larger hanged-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Equation	P (T <sub>S</sub> | N S ) = Count (T S ,N S ) / Count (N S ) (2)	page=2 xpos=5 ypos=4 right-column left-indent right-indent font-larger indented-line longer-tail line-double-space line-space headchar-capital above-double-space above-line-space
B-Body	The prefixes and postfixes are intended as a syl-	page=2 xpos=5 ypos=4 right-column left-indent aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	lable in the two languages involved, so the two	page=2 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower
I-Body	prefixes correspond to each other (See Table 2&3).	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Due to the differences in the sound inventory, the	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	Roman prefix corresponding to a syllabic prefix in	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	Chinese may vary, ranging from a consonant, a	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
